"CO_NCM","CO_UNID","CO_SH6","CO_PPE","CO_PPI","CO_FAT_AGREG","CO_CUCI_ITEM","CO_CGCE_N3","CO_SIIT","CO_ISIC_CLASSE","CO_EXP_SUBSET","NO_NCM_POR","NO_NCM_ING"
29333911,10,293339,3766,3766,3,51574,240,2000,2011,1402,"Bromazepam","Bromazepam"
29333912,10,293339,3766,3766,3,51574,240,2000,2011,1402,"Droperidol","Droperidol"
29333913,10,293339,3766,3766,3,51574,240,2000,2011,1402,"Acido niflúmico","Niflumic acid"
29333914,10,293339,3766,3766,3,51574,240,2000,2011,1402,"Haloxifop (acido (RS)-2-(4-(3-cloro-5-trifluorometil-2-piridiloxi)fenoxi)propionico)","Haloxifop (rs)-2-[4-(3-chloro-5-trifluoromethyl-etc"
29333915,10,293339,3766,3766,3,51574,240,2000,2011,1402,"Haloperidol","Haloperidol"
29333919,10,293339,3766,3766,3,51574,240,2000,2011,1402,"Outros compostos heterociclicos com flúor e/ou bromo, ligaçao covalente","Oth.heterocyclic comp.w/fluorine and/or br.coval.bond."
29333921,10,293339,3766,3766,3,51574,240,2000,2011,1402,"Picloram","Picloram"
29333922,10,293339,3766,3766,3,51574,240,2000,2011,1402,"Clorpirifos","Chlorpyrifos"
29333923,10,293339,3766,3766,3,51574,240,2000,2011,1402,"Malato acido de cleboprida (malato de cleboprida)","Clebopride malate acid"
29333924,10,293339,3766,3766,3,51574,240,2000,2011,1402,"Cloridrato de cloperamida","Cloperamide hydrochloride"
29349952,10,293499,3766,3766,3,51579,240,2000,2011,1402,"Tetramisol","Tetramisole"
29349953,10,293499,3766,3766,3,51579,240,2000,2011,1402,"Levamisol e seus sais","Levamisole and its salts"
29349954,10,293499,3766,3766,3,51579,240,2000,2011,1402,"Tioconazol","Tioconazole"
29349959,10,293499,3766,3766,3,51579,240,2000,2011,1402,"Outros compostos heterociclicos com tres heteroatomos de enxofre","Oth.heterocyclic comp.with 3 sulfur hetero-atom"
29349961,10,293499,3766,3766,3,51579,240,2000,2011,1402,"Cloridrato de tizanidina","Tizanidine hydrochloride"
29349969,10,293499,3766,3766,3,51579,240,2000,2011,1402,"Outros compostos heterociclicos com heteroatomo de enxofre","Oth.heterocyclic compounds with sulfur hetero-atom"
29349991,10,293499,3766,3766,3,51579,240,2000,2011,1402,"Timolol","Timolol"
29349992,10,293499,3766,3766,3,51579,240,2000,2011,1402,"Maleato acido de timolol","Timolol acid maleate"
29349993,10,293499,3766,3766,3,51579,240,2000,2011,1402,"Lamivudina","Lamivudine"
29349999,10,293499,3766,3766,3,51579,240,2000,2011,1402,"Outros compostos heterociclicos","Other heterocyclic compounds"
29350011,10,293500,3766,3766,3,5158,240,2000,2011,1402,"Sulfadiazina e seu sal sodico","Sulfadiazine and its sodium salt"
29350012,10,293500,3766,3766,3,5158,240,2000,2011,1402,"Clortalidona","Chlorthalidone"
29350013,10,293500,3766,3766,3,5158,240,2000,2011,1402,"Sulpirida","Sulpiride"
29350014,10,293500,3766,3766,3,5158,240,2000,2011,1402,"Veraliprida","Veralipride"
29350015,10,293500,3766,3766,3,5158,240,2000,2011,1402,"Sulfametazina (4,6-dimetil-2-sulfanilamidopirimidina) e seu sal sodico","Sulfamethazine(4, 6-dimethyl-2-sulphanilamidopyram.)etc"
29350019,10,293500,3766,3766,3,5158,240,2000,2011,1402,"Outras sulfonamidas com heterociclo(s) com heteroatomo de nitrogenio","Oth.sulphonamides with heter.with nitrogen hetero-atom"
29350021,10,293500,3766,3766,3,5158,240,2000,2011,1402,"Furosemida","Furosemide"
29350022,10,293500,3766,3766,3,5158,240,2000,2011,1402,"Ftalilsulfatiazol","Phthalylsulfathiazole"
29350023,10,293500,3766,3766,3,5158,240,2000,2011,1402,"Piroxicam","Piroxicam"
29350024,10,293500,3766,3766,3,5158,240,2000,2011,1402,"Tenoxicam","Tenoxicam"
29350025,10,293500,3766,3766,3,5158,240,2000,2011,1402,"Sulfametoxazol","Sulfamethoxazole"
29350029,10,293500,3766,3766,3,5158,240,2000,2011,1402,"Outras sulfonamidas com outro(s) heterociclo(s)","Other sulphonamides with other heterocyclics"
29350091,10,293500,3766,3766,3,5158,240,2000,2011,1402,"Cloramina-B e cloramina-T","Chloramine-b and chloramine-t"
29350092,10,293500,3766,3766,3,5158,240,2000,2011,1402,"Gliburida","Gliburide"
29350093,10,293500,3766,3766,3,5158,240,2000,2011,1402,"Toluenossulfonamidas","Toluenesulphonamides"
29350094,10,293500,3766,3766,3,5158,240,2000,2011,1402,"Nimesulida","Nimesulide"
29350095,10,293500,3766,3766,3,5158,240,2000,2011,1402,"Bumetanida","Bumetanide"
29350096,10,293500,3766,3766,3,5158,240,2000,2011,1402,"Sulfaguanidina","Sulfaguanidine"
29350097,10,293500,3766,3766,3,5158,240,2000,2011,1402,"Sulfluramida","Sulfluramid"
30022028,10,300220,3338,3338,3,54163,240,1000,2100,1406,"Vacinas anticatarral e antipiogenico, em doses","Vaccines anticatarrh and antipyogen, in doses"
30022029,10,300220,3338,3338,3,54163,240,1000,2100,1406,"Outras vacinas para medicina humana, em doses","Other vaccines for human medicine, in doses"
30023010,10,300230,3338,3338,3,54163,240,1000,2100,1406,"Vacina veterinaria, contra a raiva","Veterinary vaccines, against rabies"
30023020,10,300230,3338,3338,3,54163,240,1000,2100,1406,"Vacina veterinaria, contra a coccidiose","Veterinary vaccines, agaisnt coccidiosis"
30023030,10,300230,3338,3338,3,54163,240,1000,2100,1406,"Vacina veterinaria, contra a querato-conjuntivite","Veterinary vaccines, against keratoconjunctivitis"
30023040,10,300230,3338,3338,3,54163,240,1000,2100,1406,"Vacina veterinaria, contra a cinomose","Veterinary vaccines, against distemper"
30023050,10,300230,3338,3338,3,54163,240,1000,2100,1406,"Vacina veterinaria, contra a leptospirose","Veterinary vaccines, against leptospirosis"
30023060,10,300230,3338,3338,3,54163,240,1000,2100,1406,"Vacina veterinaria, contra a febre aftosa","Veterinary vaccines, against foot-and-mouth"
30023070,10,300230,3338,3338,3,54163,240,1000,2100,1406,"Vacina veterinaria contra as seguintes enfermidades: de Newcastle, a virus vivo ou virus inativo; de Gumboro, a virus vivo ou virus inativo; bronquite, a virus vivo ou virus inativo; difteroviruela, a virus vivo; etc","Veterinary vaccines, against diseases newcastle, gum.etc"
30023080,10,300230,3338,3338,3,54163,240,1000,2100,1406,"Vacina veterinaria combinada contra enfermidade Newcastle, Gumboro, etc","Combin.veter.vaccines, against diseas.newcastle, gum.etc"
30023090,10,300230,3338,3338,3,54163,240,1000,2100,1406,"Outras vacinas para medicina veterinaria","Other vaccines for veterinary medicine"
30029010,10,300290,3338,3338,3,54164,240,1000,2100,1406,"Reagentes de origem microbiana para diagnostico","Diagnostic reagents of microbial origin"
30029020,10,300290,3338,3338,3,54164,240,1000,2100,1406,"Antitoxinas de origem microbiana","Anti-toxins of microbial origin"
30029030,10,300290,3338,3338,3,54164,240,1000,2100,1406,"Tuberculinas","Tuberculins"
30029091,10,300290,3338,3338,3,54164,240,1000,2100,1406,"Outras toxinas, culturas de microorganismos, para saúde animal","Other toxic, cultures of microorganisms, for animal medic"
30029092,10,300290,3338,3338,3,54164,240,1000,2100,1406,"Outras toxinas, culturas de microorganismos, para saúde humana","Other toxic, cultures of microorganisms, for human medic"
30029093,10,300290,3338,3338,3,54164,240,1000,2100,1406,"Saxitoxina","Saxitoxin"
30029094,10,300290,3338,3338,3,54164,240,1000,2100,1406,"Ricina","Ricin"
30029099,10,300290,3338,3338,3,54164,240,1000,2100,1406,"Outras toxinas, culturas de microorganismos, produtos semelhantes","Other toxic, cultures of microorganisms, similar products"
30031011,10,300310,3338,3338,3,54211,322,1000,2100,1406,"Medicamento contendo ampicilina ou seus sais, exceto em doses","Medicament cont.ampicillin or its salts, exc.in doses"
29242190,10,292421,3181,3181,3,51473,240,2000,2011,1402,"Outras ureinas, seus derivados e sais","Other ureines, its derivatives and salts"
29242200,10,292422,3181,3181,3,51479,240,2000,2011,1402,"Acido 2-acetamidobenzoico","2-acetamidobenzoic acid"
29242300,10,292423,3181,3181,3,51479,240,2000,2011,1402,"Acido 2-acetamidobenzoico (acido N-acetilantranilico) e seus sais","2-acetamidobenz.acid(n-acetylanthranilic acid)and salts"
29242400,10,292424,3181,3181,3,51479,240,2000,2011,1402,"Etinamato (DCI)","Ethinamate (inn)"
29242911,10,292429,3181,3181,3,51479,240,2000,2011,1402,"Acetanilida","Acetanilide"
29242912,10,292429,3181,3181,3,51479,240,2000,2011,1402,"4-aminoacetanilida","4-aminoacetanilide"
29242913,10,292429,3181,3181,3,51479,240,2000,2011,1402,"Acetaminofen (paracetamol)","Acetaminophen (paracetamol)"
29242914,10,292429,3181,3181,3,51479,240,2000,2011,1402,"Lidocaina e seu cloridrato","Lidocaine and its hydrochloride"
29242915,10,292429,3181,3181,3,51479,240,2000,2011,1402,"2,5-Dimetoxiacetanilida","2, 5-dimethoxyacetanilide"
29372349,10,293723,3990,3818,3,54153,240,1000,2100,1402,"Estradiol, outros esteres, sais e derivados","Oestradiol, other esteres, salts and derivatives"
29372351,10,293723,3990,3818,3,54153,240,1000,2100,1402,"Alilestrenol","Allyloestrenol"
29372359,10,293723,3990,3818,3,54153,240,1000,2100,1402,"Ésteres e sais de alilestrenol","Esters and salts of allyloestrenol"
29372360,10,293723,3990,3818,3,54153,240,1000,2100,1402,"Desogestrel","Desogestrel"
29372370,10,293723,3990,3818,3,54153,240,1000,2100,1402,"Linestrenol","Lynestrenol"
29372391,10,293723,3990,3818,3,54153,240,1000,2100,1402,"Acetato de etinodiol","Etynodiol acetate"
29372392,10,293723,3990,3818,3,54153,240,1000,2100,1402,"Gestodeno","Gestodene"
29372399,10,293723,3990,3818,3,54153,240,1000,2100,1402,"Outros estrogenios e progestogenios","Other oestrogens and progestogens"
29372910,10,293729,3990,3818,3,54153,240,1000,2100,1402,"Metilprednisolona e seus derivados","Methylprednisolone and its derivatives"
29372920,10,293729,3990,3818,3,54153,240,1000,2100,1402,"21-Succinato sodico de hidrocortisona","Hydrocortisone sodium 21-succinate"
29372931,10,293729,3990,3818,3,54153,240,1000,2100,1402,"Acetato de ciproterona","Cyproterone acetate"
29372939,10,293729,3990,3818,3,54153,240,1000,2100,1402,"Ciproterona e outros derivados deste produto","Cyproterone and other its derivatives"
29372940,10,293729,3990,3818,3,54153,240,1000,2100,1402,"Mesterolona e seus derivados","Mesterolone and its derivatives"
29372950,10,293729,3766,3766,3,54153,240,1000,2100,1402,"Espironolactona","Spironolactone"
29372960,10,293729,3990,3818,3,54153,240,1000,2100,1402,"Deflazacorte","Deflazacort"
29372990,10,293729,3990,3818,3,54153,240,1000,2100,1402,"Outros hormonios corticossupra-renais e seus derivados","Oth.hormones corticossupra-renal and its derivatives"
29373100,10,293731,3990,3818,3,54155,240,1000,2100,1402,"Epinefrina","Epinephrine"
29373900,10,293739,3181,3181,3,54155,240,1000,2100,1402,"Outros","Outros"
29373911,10,293739,3181,3181,3,54155,240,1000,2100,1402,"Levodopa","Levodopa"
29373912,10,293739,3181,3181,3,54155,240,1000,2100,1402,"Metildopa","Methyldopa"
29373919,10,293739,3181,3181,3,54155,240,1000,2100,1402,"Tirosina e outros derivados e sais deste produto","Oth.and tyrosine oth.derivatives and its salts"
30033931,10,300339,3338,3338,3,54222,322,1000,2100,1406,"Medicamento contendo hemissuccinato de estradiol, exceto em doses","Medicament c/oestradiol hemisuccinate, exc.in doses"
30033932,10,300339,3338,3338,3,54222,322,1000,2100,1406,"Medicamento contendo fempropionato de estradiol, exceto em doses","Medicament c/oestradiol fenpropionate, exc.in doses"
30033933,10,300339,3338,3338,3,54222,322,1000,2100,1406,"Medicamento contendo estriol ou seu succinato, exceto em doses","Medicament c/oestradiol or its succinate, exc.in doses"
30033934,10,300339,3338,3338,3,54222,322,1000,2100,1406,"Medicamento contendo alilestrenol, exceto em doses","Medicament containing allyloestrenol, exc.in doses"
30033935,10,300339,3338,3338,3,54222,322,1000,2100,1406,"Medicamento contendo linestrenol, exceto em doses","Medicament containing lynestrenol, exc.in doses"
30033936,10,300339,3338,3338,3,54222,322,1000,2100,1406,"Medicamento contendo acetato magestrol, formestano, exceto em doses","Medicament c/megestrol acetate, formestane, exc.in doses"
30033937,10,300339,3338,3338,3,54222,322,1000,2100,1406,"Medicamento contendo desogestrel, exceto em doses","Medicament containing desogestrel, exc.in doses"
30033939,10,300339,3338,3338,3,54222,322,1000,2100,1406,"Medicamento contendo outros estrogenios/progestogenios, exceto em doses","Medicament c/oth.estrogens/progestogenos, exc.in doses"
30033981,10,300339,3338,3338,3,54222,322,1000,2100,1406,"Medicamentos contendo levotiroxina sodica, exceto em doses","Medicament containing levothyroxine sodium, exc.doses"
30033982,10,300339,3338,3338,3,54222,322,1000,2100,1406,"Medicamentos contendo liotironina sodica, exceto em doses","Medicament containing liothyronine sodium, exc.doses"
30033990,10,300339,3338,3338,3,54222,322,1000,2100,1406,"Medicamento contendo outros hormonios e derivados, etc, exceto em doses","Medicament c/oth.hormone/derivatives, etc.exc.in doses"
30033991,10,300339,3338,3338,3,54222,322,1000,2100,1406,"Medicamento com sal sodico ac.9, 11, 15, exceto em doses","Medicament containing sodium salt ac 9, 11, 15.exc.doses"
30033992,10,300339,3338,3338,3,54222,322,1000,2100,1406,"Medicamento contendo tiratricol/seu sal sodico, exceto em doses","Medicament c/tiratricol/its sodium salt, exc.doses"
30033993,10,300339,3338,3338,3,54222,322,1000,2100,1406,"Medicamento contendo levodopa, alfa-metildopa, nao apresentado em doses","Medicament c/levodopa, alpha-methyldopa exc.in doses"
30033994,10,300339,3338,3338,3,54222,322,1000,2100,1406,"Medicamento contendo espironolactona, nao apresentado em doses","Medicament containing spironolactone, exc.in doses"
30033995,10,300339,3338,3338,3,54222,322,1000,2100,1406,"Medicamento contendo exemestano, exceto em doses","Medicament containing exemestane, except in doses"
30033999,10,300339,3338,3338,3,54222,322,1000,2100,1406,"Outros medicamentos contendo hormonios, nao apresentados em doses","Other medicament containing hormone, except in doses"
29269039,10,292690,3181,3181,3,51484,240,2000,2011,1402,"Sais do femproporex ou 4-ciano-2-dimetilamino-4, 4-etc.","Salts of femproporex /4-cyano-2-dimethylamine-4, 4-etc."
29269091,10,292690,3181,3181,3,51484,240,2000,2011,1402,"Adiponitrila (1,4-dicianobutano)","Adiponitrile (1, 4-dicyanobutane)"
29269092,10,292690,3181,3181,3,51484,240,2000,2011,1402,"Cianidrina de acetona (acetona cianidrina)","Acetone cyanohydrin"
29269093,10,292690,3181,3181,3,51484,240,2000,2011,1402,"Closantel","Closantel"
29269094,10,292690,3181,3181,3,51484,240,2000,2011,1402,"Femproporex (""""""""fenproporex"""""""")","Fenproporex"
29269095,10,292690,3181,3181,3,51484,240,2000,2011,1402,"Clorotalonil","Chlorothalonil"
29269096,10,292690,3181,3181,3,51484,240,2000,2011,1402,"Cianoacrilatos de etila","Ethyl cyanoacrylates"
29269099,10,292690,3181,3181,3,51484,240,2000,2011,1402,"Outros compostos de funçao nitrila","Other nitrile-function compounds"
29270010,10,292700,3181,3181,3,51485,240,2000,2011,1402,"Compostos diazoicos","Diazo compounds"
29270021,10,292700,3181,3181,3,51485,240,2000,2011,1402,"Azodicarbonamida","Azodicarbonamide"
29270029,10,292700,3181,3181,3,51485,240,2000,2011,1402,"Outros compostos azoicos","Other azoxy-compounds"
29270030,10,292700,3181,3181,3,51485,240,2000,2011,1402,"Compostos azoxicos","Azoxy-compounds"
29280011,10,292800,3181,3181,3,51486,240,2000,2011,1402,"Metiletilacetoxima","Methylethylacetoxime"
29280019,10,292800,3181,3181,3,51486,240,2000,2011,1402,"Outras acetoximas, seus derivados e seus sais","Other acetoxime, its derivatives and its salts"
29280020,10,292800,3181,3181,3,51486,240,2000,2011,1402,"Carbidopa","Carbidopa"
29280030,10,292800,3181,3181,3,51486,240,2000,2011,1402,"2-hidrazinoetanol","2-hydrazinoethanol"
29280041,10,292800,3181,3181,3,51486,240,2000,2011,1402,"Fenilidrazina","Phenylhydrazine"
29280042,10,292800,3181,3181,3,51486,240,2000,2011,1402,"Derivados da fenilidrazina","Phenylhydrazine derivatives"
29280090,10,292800,3181,3181,3,51486,240,2000,2011,1402,"Outros derivados organicos da hidrazina e hidroxilamina","Oth.organic derivat.of hydrazine or of hydroxylamine"
29291010,10,292910,3181,3181,3,51489,240,2000,2011,1402,"Diisocianato de difenilmetano","Diphenylmethane diisocyanate"
29291021,10,292910,3181,3181,3,51489,240,2000,2011,1402,"Mistura de isomeros de diisocianatos de tolueno","Isomer mixture toluene diisocyanate"
29291029,10,292910,3181,3181,3,51489,240,2000,2011,1402,"Outros diisocianatos de tolueno","Other toluene diisocyanate"
29291030,10,292910,3181,3181,3,51489,240,2000,2011,1402,"Isocianato de 3,4-diclorofenila","3, 4-dichlorofenyl isocyanate"
29291090,10,292910,3181,3181,3,51489,240,2000,2011,1402,"Outros isocianatos","Other isocyanate"
29299011,10,292990,3181,3181,3,51489,240,2000,2011,1402,"Acido ciclamico de sodio e seus sais","Cyclamic acid of sodium and its salts"
29299012,10,292990,3181,3181,3,51489,240,2000,2011,1402,"Acido ciclamico de calcio e seus sais","Cyclamic acid of calcium and its salts"
29335914,10,293359,3766,3766,3,51576,240,2000,2011,1402,"Flunarizina e seu dicloridrato","Flunarizine and its dihydrochloride"
29335915,10,293359,3766,3766,3,51576,240,2000,2011,1402,"Enrofloxacina, sais de piperazina","Enrofloxacin, piperazine salts"
29335916,10,293359,3766,3766,3,51576,240,2000,2011,1402,"Cloridrato de buspirona","Buspirone hydrochloride"
29335917,10,293359,3766,3766,3,51576,240,2000,2011,1402,"Loprazolam e seus sais","Loprazolam and its salts"
29335918,10,293359,3766,3766,3,51576,240,2000,2011,1402,"Zipeprol e seus sais","Zipeprol and its salts"
29335919,10,293359,3766,3766,3,51576,240,2000,2011,1402,"Outros compostos heterociclicos, com ciclo piperazina","Other heterocyclic compounds with piperazine ring"
29335921,10,293359,3766,3766,3,51576,240,2000,2011,1402,"Bromacil","Bromacyl"
29335922,10,293359,3766,3766,3,51576,240,2000,2011,1402,"Terbacil","Terbacil"
29335923,10,293359,3766,3766,3,51576,240,2000,2011,1402,"Fluorouracil","Fluorouracil"
29335924,10,293359,3766,3766,3,51576,240,2000,2011,1402,"Mecloqualona e seus sais","Methaqualone and its salts"
29335929,10,293359,3766,3766,3,51576,240,2000,2011,1402,"Outros compostos heterociclicos ciclo pirimidina, halogenado ligaçao covalente","Other heterocyclic compound, cycle pirim., halog.+++++++"
29335931,10,293359,3766,3766,3,51576,240,2000,2011,1402,"Propiltiouracil","Propythiouracil"
29335932,10,293359,3766,3766,3,51576,240,2000,2011,1402,"Diazinon","Diazinon"
29335933,10,293359,3766,3766,3,51576,240,2000,2011,1402,"Pirazofos","Pyrazophs"
29335934,10,293359,3766,3766,3,51576,240,2000,2011,1402,"Azatioprina","Azathioprine"
29335935,10,293359,3766,3766,3,51576,240,2000,2011,1402,"6-mercaptopurina","6-mercaptopurine"
29335939,10,293359,3766,3766,3,51576,240,2000,2011,1402,"Outros compostos heterociclicos ciclo pirimidina, enxofre, sem halogenado","Other heterocyclic compounds, sulphur, without halog."
29335941,10,293359,3766,3766,3,51576,240,2000,2011,1402,"Trimetoprima","Trimethoprim"
29335942,10,293359,3766,3766,3,51576,240,2000,2011,1402,"Aciclovir","Acyclovir"
29335943,10,293359,3766,3766,3,51576,240,2000,2011,1402,"Tosilatos de dipiridamol","Dipiridamol tosylates"
29335944,10,293359,3766,3766,3,51576,240,2000,2011,1402,"Nicarbazina","Nicarbazine"
29335945,10,293359,3766,3766,3,51576,240,2000,2011,1402,"Bissulfito de menadiona dimetilpirimidinol","Menadione dimethylpyramidinol bisulphite"
29335949,10,293359,3766,3766,3,51576,240,2000,2011,1402,"Outros compostos heterociclicos ciclo pirimidina, funçao alcool e/ou eter","Oth.heterocyc.compoun.pyrimidine ring, alc./ether func."
29335991,10,293359,3766,3766,3,51576,240,2000,2011,1402,"Minoxidil","Minoxidil"
29335992,10,293359,3766,3766,3,51576,240,2000,2011,1402,"2-aminopirimidina","2-aminopyrimidine"
29335993,10,293359,3766,3766,3,51576,240,2000,2011,1402,"Metaqualona (""""""""methaqualone"""""""") e seus sais","Methaqualone and its salts"
29335999,10,293359,3766,3766,3,51576,240,2000,2011,1402,"Outros compostos heterociclicos com ciclo pirimidina/piperazina","Oth.heterocyc.compoun.with pyrimidine/piperazine ring"
29373990,10,293739,3990,3818,3,54155,240,1000,2100,1402,"Outros hormonios de catecolamina","Other hormones catecholamine"
29374010,10,293740,3990,3818,3,54159,240,1000,2100,1402,"Levotiroxina sodica","Levothyroxine sodium"
29374020,10,293740,3990,3818,3,54159,240,1000,2100,1402,"Liotironina sodica","Liothyronine sodium"
29374090,10,293740,3990,3818,3,54159,240,1000,2100,1402,"Outros derivados de aminoacidos","Other derivatives of amino-acid"
29375000,10,293750,3990,3818,3,54156,240,1000,2100,1402,"Prostaglandinas, tromboxanas e leucotrienos, seus derivados e analogos estruturais","Prostaglandins, thromboxanes and leukotrienes"
29379010,10,293790,3000,3000,3,54159,240,1000,2100,1402,"Tiratricol (triac) e seu sal sodico","Tiratricol (triac) and its sodium salt"
29319038,10,293190,3122,3122,3,5155,240,2000,2011,1402,"Acido clodronico e seu sal dissodico; fotemustina","Clodronic acid and its disodium salt; fotemustine"
29319041,10,293190,3122,3122,3,5155,240,2000,2011,1402,"Acetato de trifenilestanho","Acetato de trifenilestanho"
29319042,10,293190,3122,3122,3,5155,240,2000,2011,1402,"Tetraoctilestanho","Tetraoctilestanho"
29319043,10,293190,3122,3122,3,5155,240,2000,2011,1402,"Ciexatin","Ciexatin"
29319044,10,293190,3122,3122,3,5155,240,2000,2011,1402,"Hidroxido de trifenilestanho","Hidroxido de trifenilestanho"
29319045,10,293190,3122,3122,3,5155,240,2000,2011,1402,"Óxido de fembutatin (oxido de fenbutatin)","Oxido de fembutatin (oxido de fenbutatin)"
29319046,10,293190,3122,3122,3,5155,240,2000,2011,1402,"Sais de dimetil-estanho, de dibutil-estanho e de dioctil-estanho, dos acidos carboxilicos ou tioglicolicos e de seus esteres","Sais de dimetil-estanho,etc.do acido carboxil/tioglicol"
29339946,10,293399,3766,3766,3,51577,240,2000,2011,1402,"Maleato de enalapril","Enalapril maleate"
29339947,10,293399,3766,3766,3,51577,240,2000,2011,1402,"Ketorolac trometamina","Ketorolac tromethamine salt"
29339949,10,293399,3766,3766,3,51577,240,2000,2011,1402,"Outros compostos heterociclicos contendo ciclo pirrol","Other heterocyclic compounds cont.pyrrole ring"
29339951,10,293399,3766,3766,3,51577,240,2000,2011,1402,"Benomil","Benomyl"
29339952,10,293399,3766,3766,3,51577,240,2000,2011,1402,"Oxifendazol","Oxfendazole"
29339953,10,293399,3766,3766,3,51577,240,2000,2011,1402,"Albendazol e seu sulfoxido","Albendazole and albendazole sulphoxide"
29339954,10,293399,3766,3766,3,51577,240,2000,2011,1402,"Mebendazol","Mebendazole"
29339955,10,293399,3766,3766,3,51577,240,2000,2011,1402,"Flubendazol","Flubendazole"
29339956,10,293399,3766,3766,3,51577,240,2000,2011,1402,"Fembendazol","Fembendazole"
29339959,10,293399,3766,3766,3,51577,240,2000,2011,1402,"Outros compostos heterociclicos contendo ciclo imidazol","Oth.heterocyclic compounds cont.imidazole ring"
29339961,10,293399,3766,3766,3,51577,240,2000,2011,1402,"Triadimenol","Triadimenol"
29339962,10,293399,3766,3766,3,51577,240,2000,2011,1402,"Triadimefon","Triadimefon"
29339963,10,293399,3766,3766,3,51577,240,2000,2011,1402,"Triazofos (fosforotioato de o, o-dietila o-(1","Triazofos(o, o-diethyl o-(1-pheny, etc.)phosphorothioate"
29339969,10,293399,3766,3766,3,51577,240,2000,2011,1402,"Outros compostos heterociclicos contendo ciclo triazol","Oth.heterocyclic compounds cont.triazol ring"
29339991,10,293399,3766,3766,3,51577,240,2000,2011,1402,"Azinfos etilico","Azinfos-ethyl"
29339992,10,293399,3766,3766,3,51577,240,2000,2011,1402,"Acido nalidixico","Nalidixic acid"
29339993,10,293399,3766,3766,3,51577,240,2000,2011,1402,"Clofazimina","Clofazimine"
29339995,10,293399,3766,3766,3,51577,240,2000,2011,1402,"Metilssulfato de amezinio","Amezinium methyl sulphate"
29339996,10,293399,3766,3766,3,51577,240,2000,2011,1402,"Hidrazida maleica e seus sais","Maleic hydrazide and its salts"
29339999,10,293399,3766,3766,3,51577,240,2000,2011,1402,"Outros compostos heterociclicos com heteroatomo de nitrogenio","Oth.heterocyclic compounds with nitrogen hetero-atom"
29341010,10,293410,3766,3766,3,51579,240,2000,2011,1402,"Fentiazac","Fentiazac"
29341020,10,293410,3766,3766,3,51579,240,2000,2011,1402,"Cloridrato de tiazolidina","Thiazolidine hydrochloride"
29341030,10,293410,3766,3766,3,51579,240,2000,2011,1402,"Tiabendazol","Thiabendizole"
29341090,10,293410,3766,3766,3,51579,240,2000,2011,1402,"Outros compostos heterociclicos com um ciclo tiazol nao condensado","Ot.heterocyclic comp.with 1 thiazole ring n/ condensed"
29342010,10,293420,3766,3766,3,51579,240,2000,2011,1402,"2-Mercaptobenzotiazol e seus sais","2-mercaptobenzothiazole and its salts"
29342020,10,293420,3766,3766,3,51579,240,2000,2011,1402,"2,2'-Ditio-bis(benzotiazol) (dissulfeto de benzotiazila)","2, 2'-dithiobis(benzothiazole)(benzothiazole disulphide)"
29400021,10,294000,3990,3990,3,51692,240,1000,2100,1402,"Acido lactobionico","Lactobionic acid"
29400022,10,294000,3990,3990,3,51692,240,1000,2100,1402,"Lactobionato de calcio","Calcium lactobionate"
29400023,10,294000,3990,3990,3,51692,240,1000,2100,1402,"Bromolactobionato de calcio","Calcium bromolactobionate"
29400029,10,294000,3990,3990,3,51692,240,1000,2100,1402,"Outros sais, derivados halogenados, sulfonados, etc, do acido lactobionico","Other salts, derivat.sulf.halogenat.etc.lactobionic acid"
29400091,10,294000,3990,3990,3,51692,240,1000,2100,1402,"Tiocolquicosido","Thiocolchicoside"
29400092,10,294000,3990,3990,3,51692,240,1000,2100,1402,"Frutose-1,6-difosfato de calcio ou de sodio","Calcium or sodium fructose-1, 6-diphosphate"
29400093,10,294000,3990,3990,3,51692,240,1000,2100,1402,"Maltitol","Maltitol"
29400094,10,294000,3990,3990,3,51692,240,1000,2100,1402,"Lactogluconato de calcio","Calcium lactogluconate"
29400099,10,294000,3990,3990,3,51692,240,1000,2100,1402,"Outros eteres e esteres de açúcares e seus sais","Other ethers and esters of sugars and its salts"
29411010,10,294110,3028,3028,3,54131,240,1000,2100,1402,"Ampicilina e seus sais","Ampicillin and its salts"
29411020,10,294110,3028,3028,3,54131,240,1000,2100,1402,"Amoxicilina e seus sais","Amoxicillin and its salts"
29411031,10,294110,3028,3028,3,54131,240,1000,2100,1402,"Penicilina V potassica","Penicillin v potassium"
29411039,10,294110,3028,3028,3,54131,240,1000,2100,1402,"Outras penicilinas V, derivados e sais","Other penicillin v potassium, derivatives and salts"
29411041,10,294110,3028,3028,3,54131,240,1000,2100,1402,"Penicilina G potassica","Penicillin g potassium"
29411042,10,294110,3028,3028,3,54131,240,1000,2100,1402,"Penicilina G benzatinica","Penicillin g benzathine"
29411043,10,294110,3028,3028,3,54131,240,1000,2100,1402,"Penicilina G procainica","Penicillin g procaine"
29411049,10,294110,3028,3028,3,54131,240,1000,2100,1402,"Outras penicilinas G, derivados e sais","Other penicillin g, derivatives and salts"
29411090,10,294110,3028,3028,3,54131,240,1000,2100,1402,"Outras penicilinas, derivados com estrutura acido penicilanico e sais","Oth.penicillins, deriv.w/penicillanic acid struct.salts"
29412010,10,294120,3028,3028,3,54132,240,1000,2100,1402,"Sulfatos de estreptomicinas","Streptomycins sulphates"
